epoch,nasa_weight,train_loss,train_weighted_loss,val_loss,learning_rate
1,1.0,301523.2829890993,301523.2829890993,369748.9074488868,0.0009990133642141358
2,1.0,292992.02328958694,292992.02328958694,354155.7167202777,0.000996057350657239
3,1.0,275290.9739404045,275290.9739404045,325406.70074434887,0.0009911436253643444
4,1.0,246921.68687248995,246921.68687248995,283500.6277539297,0.0009842915805643156
5,1.0,208990.29074333046,208990.29074333046,230770.9365505746,0.0009755282581475769
6,1.0,165274.89002438326,165274.89002438326,174428.60696330454,0.0009648882429441258
7,1.0,123123.19006830895,123123.19006830895,125620.84592912976,0.0009524135262330099
8,1.0,81458.36548201735,81458.36548201735,82841.23314133508,0.0009381533400219318
9,1.0,50911.6537265132,50911.6537265132,50354.434657711325,0.0009221639627510075
10,1.0,29887.2615495464,29887.2615495464,31686.40610228612,0.0009045084971874736
11,1.0,17514.456563418855,17514.456563418855,20995.045423064712,0.0008852566213878945
12,1.0,11319.204797426313,11319.204797426313,13529.657756156163,0.0008644843137107056
13,1.0,7100.293732967584,7100.293732967584,9947.30098430491,0.0008422735529643443
14,1.0,4678.536690848215,4678.536690848215,7425.754208051979,0.0008187119948743448
15,1.0,3557.335321615704,3557.335321615704,5863.479785761668,0.0007938926261462366
16,1.0,2680.1042704579477,2680.1042704579477,6455.740400864825,0.0007679133974894982
17,1.0,2079.933775699898,2079.933775699898,4481.417908434944,0.0007408768370508576
18,1.0,1611.5545936536323,1611.5545936536323,5393.371300378741,0.0007128896457825362
19,1.0,1616.1321473113435,1616.1321473113435,4684.6202711022415,0.0006840622763423389
20,1.0,1474.3594897867138,1474.3594897867138,4627.3155709604835,0.0006545084971874735
21,1.0,1268.2557549534074,1268.2557549534074,5125.762979752064,0.0006243449435824271
22,1.0,1187.6787005723788,1187.6787005723788,4885.188292696926,0.0005936906572928622
23,1.0,1115.3068399434792,1115.3068399434792,4491.257999699372,0.000562666616782152
24,1.0,977.5641700451359,977.5641700451359,4741.485673380596,0.0005313952597646566
25,1.0,897.3815581102311,897.3815581102311,4093.3117830869487,0.0004999999999999998
26,1.0,875.4674286571509,875.4674286571509,4649.562138749752,0.00046860474023534314
27,1.0,827.7346964588264,827.7346964588264,4022.789681386083,0.00043733338321784774
28,1.0,698.259432120222,698.259432120222,3898.5817304748307,0.00040630934270713756
29,1.0,739.5878574285983,739.5878574285983,5229.781399060734,0.00037565505641757246
30,1.0,657.6236363562509,657.6236363562509,4989.257402402958,0.00034549150281252633
31,1.0,680.4358381489126,680.4358381489126,3987.0384977947865,0.00031593772365766105
32,1.0,810.1565271269229,810.1565271269229,4401.699068435759,0.00028711035421746355
33,1.0,699.9131235460817,699.9131235460817,4429.0352442089015,0.0002591231629491422
34,1.0,643.9525860136977,643.9525860136977,4101.128074761012,0.00023208660251050145
35,1.0,646.6524008282012,646.6524008282012,4116.269855455094,0.00020610737385376337
36,1.0,585.9534159237396,585.9534159237396,4634.24683397296,0.00018128800512565502
